"study_name_rare","source_rare","study_name_common","source_common","trait_rare","trait_common","tier","match_type"
"ukb-wes-gb-00000200","genebass","ukb-b-14452","ukb","Non-cancer illness code, self-reported (trigemminal neuralgia)","Non-cancer illness code, self-reported: inguinal hernia","all","fuzzy3"
"ukb-wes-gb-00000174","genebass","ukb-b-14486","ukb","Non-cancer illness code, self-reported (post-traumatic stress disorder)","Non-cancer illness code, self-reported: osteoarthritis","all","fuzzy3"
"ukb-wes-gb-00000388","genebass","ukb-b-14609","ukb","Treatment/medication code (erythromycin)","Treatment/medication code: metformin","all","fuzzy3"
"ukb-wes-gb-00000634","genebass","ukb-b-14609","ukb","Treatment/medication code (etoricoxib)","Treatment/medication code: metformin","all","fuzzy3"
"ukb-wes-gb-00002282","genebass","ukb-b-14615","ukb","Operative procedures - secondary OPCS4 (Z31.1 Pancreas)","Operative procedures - secondary OPCS: Z27.3 Pylorus","all","fuzzy3"
"ukb-wes-gb-00002295","genebass","ukb-b-14615","ukb","Operative procedures - secondary OPCS4 (Z40.4 Jugular body)","Operative procedures - secondary OPCS: Z27.3 Pylorus","all","fuzzy3"
"ukb-wes-gb-00002342","genebass","ukb-b-14615","ukb","Operative procedures - secondary OPCS4 (Z57.3 Quadriceps)","Operative procedures - secondary OPCS: Z27.3 Pylorus","all","fuzzy3"
"ukb-wes-gb-00002375","genebass","ukb-b-14615","ukb","Operative procedures - secondary OPCS4 (Z73.3 Phalanx of thumb)","Operative procedures - secondary OPCS: Z27.3 Pylorus","all","fuzzy3"
"ukb-wes-gb-00002389","genebass","ukb-b-14615","ukb","Operative procedures - secondary OPCS4 (Z77.3 Medial malleolus)","Operative procedures - secondary OPCS: Z27.3 Pylorus","all","fuzzy3"
"ukb-wes-gb-00001459","genebass","ukb-b-14632","ukb","Operative procedures - main OPCS4 (T67.9 Unspecified primary repair of tendon)","Operative procedures - main OPCS: T20.9 Unspecified primary repair of inguinal hernia","all","fuzzy3"
"ukb-wes-gb-00002104","genebass","ukb-b-14847","ukb","Operative procedures - secondary OPCS4 (Y07.2 Clipping of organ NOC)","Operative procedures - secondary OPCS: P27.3 Colposcopy of vagina","all","fuzzy3"
"ukb-wes-gb-00002143","genebass","ukb-b-14847","ukb","Operative procedures - secondary OPCS4 (Y26.3 Stapling of organ NOC)","Operative procedures - secondary OPCS: P27.3 Colposcopy of vagina","all","fuzzy3"
"ukb-wes-gb-00002351","genebass","ukb-b-14873","ukb","Operative procedures - secondary OPCS4 (Z60.2 Muscle of neck)","Operative procedures - secondary OPCS: Z48.2 Skin of neck","all","fuzzy3"
"ukb-wes-gb-00000448","genebass","ukb-b-14960","ukb","Treatment/medication code (otomize ear spray)","Treatment/medication code: omeprazole","all","fuzzy3"
"ukb-wes-gb-00000600","genebass","ukb-b-14960","ukb","Treatment/medication code (rabeprazole sodium)","Treatment/medication code: omeprazole","all","fuzzy3"
"ukb-wes-gb-00001131","genebass","ukb-b-1511","ukb","Operative procedures - main OPCS4 (H20.5 Fibreoptic endoscopic submucosal resection of lesion of colon)","Operative procedures - main OPCS: H20.1 Fibreoptic endoscopic snare resection of lesion of colon","all","fuzzy3"
"ukb-wes-gb-00000495","genebass","ukb-b-15245","ukb","Treatment/medication code (sulfasalazine)","Treatment/medication code: alfuzosin","all","fuzzy3"
"ukb-wes-gb-00001139","genebass","ukb-b-15352","ukb","Operative procedures - main OPCS4 (H23.2 Endoscopic cauterisation of lesion of lower bowel using fibreoptic sigmoidoscope)","Operative procedures - main OPCS: H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope","all","fuzzy3"
"ukb-wes-gb-00001140","genebass","ukb-b-15352","ukb","Operative procedures - main OPCS4 (H23.6 Endoscopic resection of lesion of lower bowel using fibreoptic sigmoidoscope NEC)","Operative procedures - main OPCS: H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope","all","fuzzy3"
"ukb-wes-gb-00001895","genebass","ukb-b-15363","ukb","Operative procedures - secondary OPCS4 (R32.2 Repair of obstetric laceration of perineum and sphincter of anus)","Operative procedures - secondary OPCS: R32.3 Repair of obstetric laceration of vagina and floor of pelvis","all","fuzzy3"
"ukb-wes-gb-00001822","genebass","ukb-b-15440","ukb","Operative procedures - secondary OPCS4 (M19.1 Construction of ileal conduit)","Operative procedures - secondary OPCS: R15.1 Medical induction of labour","all","fuzzy3"
"ukb-wes-gb-00000519","genebass","ukb-b-15445","ukb","Treatment/medication code (ginseng product)","Treatment/medication code: insulin product","all","fuzzy3"
"ukb-wes-gb-00002403","genebass","ukb-b-15453","ukb","Operative procedures - secondary OPCS4 (Z81.3 Glenohumeral joint)","Operative procedures - secondary OPCS: Z85.6 Ankle joint","all","fuzzy3"
"ukb-wes-gb-00002420","genebass","ukb-b-15453","ukb","Operative procedures - secondary OPCS4 (Z85.3 Talocalcaneal joint)","Operative procedures - secondary OPCS: Z85.6 Ankle joint","all","fuzzy3"
"ukb-wes-gb-00002429","genebass","ukb-b-15453","ukb","Operative procedures - secondary OPCS4 (Z87.2 Ligament of joint)","Operative procedures - secondary OPCS: Z85.6 Ankle joint","all","fuzzy3"
"ukb-wes-gb-00003776","genebass","ukb-b-15590","ukb","Hip circumference female","Hip circumference","all","fuzzy3"
"ukb-wes-gb-00001032","genebass","ukb-b-15591","ukb","Operative procedures - main OPCS4 (D17.1 Stapedectomy)","Operative procedures - main OPCS: N17.1 Bilateral vasectomy","all","fuzzy3"
"ukb-wes-gb-00001363","genebass","ukb-b-15591","ukb","Operative procedures - main OPCS4 (Q23.3 Unilateral salpingectomy NEC)","Operative procedures - main OPCS: N17.1 Bilateral vasectomy","all","fuzzy3"
"ukb-wes-gb-00000282","genebass","ukb-b-15649","ukb","Treatment/medication code (persantin 25mg tablet)","Treatment/medication code: aspirin 75mg tablet","all","fuzzy3"
"ukb-wes-gb-00000514","genebass","ukb-b-15649","ukb","Treatment/medication code (imigran 50mg tablet)","Treatment/medication code: aspirin 75mg tablet","all","fuzzy3"
"ukb-wes-gb-00000569","genebass","ukb-b-15649","ukb","Treatment/medication code (naramig 2.5mg tablet)","Treatment/medication code: aspirin 75mg tablet","all","fuzzy3"
"ukb-wes-gb-00000574","genebass","ukb-b-15649","ukb","Treatment/medication code (aprovel 75mg tablet)","Treatment/medication code: aspirin 75mg tablet","all","fuzzy3"
"ukb-wes-gb-00000578","genebass","ukb-b-15649","ukb","Treatment/medication code (amias 2mg tablet)","Treatment/medication code: aspirin 75mg tablet","all","fuzzy3"
"ukb-wes-gb-00000598","genebass","ukb-b-15649","ukb","Treatment/medication code (plavix 75mg tablet)","Treatment/medication code: aspirin 75mg tablet","all","fuzzy3"
"ukb-wes-gb-00000648","genebass","ukb-b-15649","ukb","Treatment/medication code (simvador 10mg tablet)","Treatment/medication code: aspirin 75mg tablet","all","fuzzy3"
"ukb-wes-gb-00000668","genebass","ukb-b-15649","ukb","Treatment/medication code (vesicare 5mg tablet)","Treatment/medication code: aspirin 75mg tablet","all","fuzzy3"
"ukb-wes-gb-00002103","genebass","ukb-b-15661","ukb","Operative procedures - secondary OPCS4 (Y07.1 Ligation of organ NOC)","Operative procedures - secondary OPCS: Y71.3 Revisional operations NOC","all","fuzzy3"
"ukb-wes-gb-00002191","genebass","ukb-b-15661","ukb","Operative procedures - secondary OPCS4 (Y71.2 Secondary operations NOC)","Operative procedures - secondary OPCS: Y71.3 Revisional operations NOC","all","fuzzy3"
"ukb-wes-gb-00002368","genebass","ukb-b-15661","ukb","Operative procedures - secondary OPCS4 (Z71.1 Olecranon process of ulna)","Operative procedures - secondary OPCS: Y71.3 Revisional operations NOC","all","fuzzy3"
"ukb-wes-gb-00002025","genebass","ukb-b-1567","ukb","Operative procedures - secondary OPCS4 (W69.3 Partial synovectomy)","Operative procedures - secondary OPCS: Z94.3 Left sided operation","all","fuzzy3"
"ukb-wes-gb-00002329","genebass","ukb-b-1567","ukb","Operative procedures - secondary OPCS4 (Z53.4 Peritoneal cavity)","Operative procedures - secondary OPCS: Z94.3 Left sided operation","all","fuzzy3"
"ukb-wes-gb-00000326","genebass","ukb-b-15746","ukb","Treatment/medication code (sulphasalazine)","Treatment/medication code: enalapril","all","fuzzy3"
"ukb-wes-gb-00002055","genebass","ukb-b-15769","ukb","Operative procedures - secondary OPCS4 (X30.8 Other specified injection of therapeutic substance)","Operative procedures - secondary OPCS: X29.8 Other specified continuous Infusion of therapeutic substance","all","fuzzy3"
"ukb-wes-gb-00001448","genebass","ukb-b-15932","ukb","Operative procedures - main OPCS4 (T52.2 Revision of palmar fasciectomy)","Operative procedures - main OPCS: T52.1 Palmar fasciectomy","all","fuzzy3"
"ukb-wes-gb-00001449","genebass","ukb-b-15932","ukb","Operative procedures - main OPCS4 (T52.5 Digital fasciectomy)","Operative procedures - main OPCS: T52.1 Palmar fasciectomy","all","fuzzy3"
"ukb-wes-gb-00001038","genebass","ukb-b-16030","ukb","Operative procedures - main OPCS4 (E04.2 Excision of turbinate of nose NEC)","Operative procedures - main OPCS: B28.3 Excision of lesion of breast NEC","all","fuzzy3"
"ukb-wes-gb-00001370","genebass","ukb-b-16030","ukb","Operative procedures - main OPCS4 (Q43.2 Excision of lesion of ovary)","Operative procedures - main OPCS: B28.3 Excision of lesion of breast NEC","all","fuzzy3"
"ukb-wes-gb-00001401","genebass","ukb-b-16030","ukb","Operative procedures - main OPCS4 (S13.2 Punch biopsy of lesion of skin NEC)","Operative procedures - main OPCS: B28.3 Excision of lesion of breast NEC","all","fuzzy3"
"ukb-wes-gb-00001454","genebass","ukb-b-16030","ukb","Operative procedures - main OPCS4 (T62.2 Excision of bursa NEC)","Operative procedures - main OPCS: B28.3 Excision of lesion of breast NEC","all","fuzzy3"
"ukb-wes-gb-00000082","genebass","ukb-b-16048","ukb","Non-cancer illness code, self-reported (pituitary adenoma/tumour)","Non-cancer illness code, self-reported: pulmonary embolism +/- dvt","all","fuzzy3"
"ukb-wes-gb-00002065","genebass","ukb-b-16062","ukb","Operative procedures - secondary OPCS4 (X38.2 Injection of steroid for local action NEC)","Operative procedures - secondary OPCS: Y82.2 Injection of local anaesthetic NEC","all","fuzzy3"
"ukb-wes-gb-00000187","genebass","ukb-b-16309","ukb","Non-cancer illness code, self-reported (lymphoedema)","Non-cancer illness code, self-reported: epilepsy","all","fuzzy3"
"ukb-wes-gb-00000292","genebass","ukb-b-16315","ukb","Treatment/medication code (atrovent 20micrograms inhaler)","Treatment/medication code: premarin 625micrograms tablet","all","fuzzy3"
"ukb-wes-gb-00000618","genebass","ukb-b-16508","ukb","Treatment/medication code (risedronate sodium)","Treatment/medication code: alendronate sodium","all","fuzzy3"
"ukb-wes-gb-00002289","genebass","ukb-b-16715","ukb","Operative procedures - secondary OPCS4 (Z38.1 Common iliac artery)","Operative procedures - secondary OPCS: Z84.1 Sacroiliac joint","all","fuzzy3"
"ukb-wes-gb-00000474","genebass","ukb-b-1675","ukb","Treatment/medication code (mometasone)","Treatment/medication code: betahistine","all","fuzzy3"
"ukb-wes-gb-00000544","genebass","ukb-b-1675","ukb","Treatment/medication code (antihistamine 60mg tablet)","Treatment/medication code: betahistine","all","fuzzy3"
"ukb-wes-gb-00003788","genebass","ukb-b-16881","ukb","Sitting height female","Sitting height","all","fuzzy3"
"ukb-wes-gb-00003789","genebass","ukb-b-16881","ukb","Sitting height male","Sitting height","all","fuzzy3"
"ukb-wes-gb-00000306","genebass","ukb-b-17032","ukb","Treatment/medication code (temazepam)","Treatment/medication code: diazepam","all","fuzzy3"
"ukb-wes-gb-00000225","genebass","ukb-b-17049","ukb","Non-cancer illness code, self-reported (tinnitus / tiniitis)","Non-cancer illness code, self-reported: tonsiltis","all","fuzzy3"
"ukb-wes-gb-00001852","genebass","ukb-b-17085","ukb","Operative procedures - secondary OPCS4 (O16.1 Pelvis NEC)","Operative procedures - secondary OPCS: Z48.1 Skin of scalp","all","fuzzy3"
"ukb-wes-gb-00001627","genebass","ukb-b-17130","ukb","Operative procedures - main OPCS4 (X29.9 Unspecified continuous Infusion of therapeutic substance)","Operative procedures - main OPCS: X29.2 Continuous intravenous infusion of therapeutic substance NEC","all","fuzzy3"
"ukb-wes-gb-00000853","genebass","ukb-b-17277","ukb","Operation code (anal fissure surgery)","Operation code: anal surgery","all","fuzzy3"
"ukb-wes-gb-00000406","genebass","ukb-b-17371","ukb","Treatment/medication code (hypromellose)","Treatment/medication code: esomeprazole","all","fuzzy3"
"ukb-wes-gb-00001686","genebass","ukb-b-1744","ukb","Operative procedures - secondary OPCS4 (B30.1 Insertion of prosthesis for breast)","Operative procedures - secondary OPCS: Y02.2 Insertion of prosthesis into organ NOC","all","fuzzy3"
"ukb-wes-gb-00002090","genebass","ukb-b-1744","ukb","Operative procedures - secondary OPCS4 (Y02.1 Implantation of prosthesis into organ NOC)","Operative procedures - secondary OPCS: Y02.2 Insertion of prosthesis into organ NOC","all","fuzzy3"
"ukb-wes-gb-00002092","genebass","ukb-b-1744","ukb","Operative procedures - secondary OPCS4 (Y03.1 Maintenance of prosthesis in organ NOC)","Operative procedures - secondary OPCS: Y02.2 Insertion of prosthesis into organ NOC","all","fuzzy3"
"ukb-wes-gb-00002121","genebass","ukb-b-1744","ukb","Operative procedures - secondary OPCS4 (Y14.4 Insertion of plastic stent into organ NOC)","Operative procedures - secondary OPCS: Y02.2 Insertion of prosthesis into organ NOC","all","fuzzy3"
"ukb-wes-gb-00002137","genebass","ukb-b-1744","ukb","Operative procedures - secondary OPCS4 (Y22.2 Aspiration of other lesion of organ NOC)","Operative procedures - secondary OPCS: Y02.2 Insertion of prosthesis into organ NOC","all","fuzzy3"
"ukb-wes-gb-00002410","genebass","ukb-b-17501","ukb","Operative procedures - secondary OPCS4 (Z83.2 Metacarpophalangeal joint of finger)","Operative procedures - secondary OPCS: Z86.4 Metatarsophalangeal joint of great toe","all","fuzzy3"
"ukb-wes-gb-00002426","genebass","ukb-b-17501","ukb","Operative procedures - secondary OPCS4 (Z86.6 Interphalangeal joint of toe)","Operative procedures - secondary OPCS: Z86.4 Metatarsophalangeal joint of great toe","all","fuzzy3"
"ukb-wes-gb-00001997","genebass","ukb-b-17527","ukb","Operative procedures - secondary OPCS4 (V55.9 Unspecified levels of spine)","Operative procedures - secondary OPCS: V55.1 One level of spine","all","fuzzy3"
"ukb-wes-gb-00000703","genebass","ukb-b-17533","ukb","Operation code (ureteric surgery)","Operation code: uterine surgery","all","fuzzy3"
"ukb-wes-gb-00000741","genebass","ukb-b-17533","ukb","Operation code (urethral surgery)","Operation code: uterine surgery","all","fuzzy3"
"ukb-wes-gb-00000773","genebass","ukb-b-17533","ukb","Operation code (pituitary surgery)","Operation code: uterine surgery","all","fuzzy3"
"ukb-wes-gb-00001269","genebass","ukb-b-17599","ukb","Operative procedures - main OPCS4 (M42.2 Endoscopic cauterisation of lesion of bladder)","Operative procedures - main OPCS: M42.1 Endoscopic resection of lesion of bladder","all","fuzzy3"
"ukb-wes-gb-00001271","genebass","ukb-b-17599","ukb","Operative procedures - main OPCS4 (M43.3 Endoscopic overdistension of bladder NEC)","Operative procedures - main OPCS: M42.1 Endoscopic resection of lesion of bladder","all","fuzzy3"
"ukb-wes-gb-00001297","genebass","ukb-b-17599","ukb","Operative procedures - main OPCS4 (M66.2 Endoscopic incision of outlet of male bladder NEC)","Operative procedures - main OPCS: M42.1 Endoscopic resection of lesion of bladder","all","fuzzy3"
"ukb-wes-gb-00000644","genebass","ukb-b-17616","ukb","Treatment/medication code (xalacom 0.005%/0.5% eye drops)","Treatment/medication code: xalatan 0.005% eye drops","all","fuzzy3"
"ukb-wes-gb-00000554","genebass","ukb-b-17633","ukb","Treatment/medication code (diovan 40mg capsule)","Treatment/medication code: dosulepin","all","fuzzy3"
"ukb-wes-gb-00000616","genebass","ukb-b-17633","ukb","Treatment/medication code (doublebase gel)","Treatment/medication code: dosulepin","all","fuzzy3"
"ukb-wes-gb-00001809","genebass","ukb-b-1765","ukb","Operative procedures - secondary OPCS4 (L85.1 Ligation of long saphenous vein)","Operative procedures - secondary OPCS: L87.1 Stripping of long saphenous vein","all","fuzzy3"
"ukb-wes-gb-00001810","genebass","ukb-b-1765","ukb","Operative procedures - secondary OPCS4 (L85.2 Ligation of short saphenous vein)","Operative procedures - secondary OPCS: L87.1 Stripping of long saphenous vein","all","fuzzy3"
